Levee System ID,Annual Probability of Failing Prior to Overtopping,Overtopping Return Period,Levee Quality Factor
1705000551.0,0.00296308347091909,50.0,1.138
1705000558.0,0.00972591269841269,10.0,1.153
1705000561.0,0.000650411332188382,1000.0,0.225
1705000562.0,0.00296308347091909,50.0,1.138
1705000563.0,0.00296308347091909,50.0,1.138
1705000568.0,0.00128463567752154,250.0,0.559
1705000569.0,0.00972591269841269,10.0,1.153
1705000572.0,0.0271408333333333,5.0,1.153
1705000573.0,0.00296308347091909,50.0,1.138
1705000576.0,0.00296308347091909,50.0,1.138
1705000577.0,0.00972591269841269,10.0,1.153
1705000578.0,0.00296308347091909,50.0,1.138
1705000579.0,0.00296308347091909,50.0,1.138
1705000589.0,0.00517378150251021,20.0,1.153
1705000590.0,0.00296308347091909,50.0,1.138
1705000591.0,0.00296308347091909,50.0,1.138
1705000592.0,0.000650411332188382,1000.0,0.225
1705000593.0,0.00296308347091909,50.0,1.138
1705000594.0,0.00296308347091909,50.0,1.138
1705000597.0,0.00296308347091909,50.0,1.138
1705000599.0,0.00296308347091909,50.0,1.138
1705000600.0,0.00296308347091909,50.0,1.138
1705000603.0,0.00296308347091909,50.0,1.138
1705000604.0,0.00205954218835898,100.0,0.907
1705000606.0,0.00296308347091909,50.0,1.138
1705000607.0,0.00296308347091909,50.0,1.138
1705000608.0,0.00296308347091909,50.0,1.138
1705000609.0,0.00296308347091909,50.0,1.138
1705000610.0,0.00296308347091909,50.0,1.138
1705000612.0,0.00296308347091909,50.0,1.138
1705000618.0,0.00517378150251021,20.0,1.153
1705000619.0,0.00296308347091909,50.0,1.138
1705000620.0,0.000650411332188382,1000.0,0.225
1705000621.0,0.0271408333333333,5.0,1.153
1705000623.0,0.00296308347091909,50.0,1.138
1705000625.0,0.00296308347091909,50.0,1.138
1705000628.0,0.00517378150251021,20.0,1.153
1705000629.0,0.00205954218835898,100.0,0.907
1705000630.0,0.00517378150251021,20.0,1.153
1705100118.0,0.00205954218835898,100.0,0.907
1705100130.0,0.00296308347091909,50.0,1.138
1705100135.0,0.00296308347091909,50.0,1.138
1705100136.0,0.00296308347091909,50.0,1.138
1705100142.0,0.0009327983901517,100.0,0.919
1705100166.0,0.00517378150251021,20.0,1.153
1705100205.0,0.00205954218835898,100.0,0.907
1705100225.0,0.00205954218835898,100.0,0.907
1705100247.0,0.00296308347091909,50.0,1.138
1705100289.0,0.0271408333333333,5.0,1.153
1705100307.0,0.00296308347091909,50.0,1.138
1705100308.0,0.00296308347091909,50.0,1.138
1705100316.0,0.00296308347091909,50.0,1.138
1705100331.0,0.00296308347091909,50.0,1.138
1705100340.0,0.00296308347091909,50.0,1.138
1705100413.0,0.00296308347091909,50.0,1.138
1705100419.0,0.00972591269841269,10.0,1.153
1705100421.0,0.00972591269841269,10.0,1.153
1705100448.0,0.00296308347091909,50.0,1.138
1705100451.0,0.000650411332188382,1000.0,0.225
1705100464.0,0.00296308347091909,50.0,1.138
1705100466.0,0.00296308347091909,50.0,1.138
1705100479.0,0.00296308347091909,50.0,1.138
1705100480.0,0.00296308347091909,50.0,1.138
1705100488.0,0.000650411332188382,1000.0,0.225
1705100509.0,0.00296308347091909,50.0,1.138
1705100522.0,0.00296308347091909,50.0,1.138
1705100523.0,0.00296308347091909,50.0,1.138
1705100524.0,0.00296308347091909,50.0,1.138
1705100535.0,0.00296308347091909,50.0,1.138
1705100551.0,0.00972591269841269,10.0,1.153
1705100565.0,0.00296308347091909,50.0,1.138
1705100573.0,0.00296308347091909,50.0,1.138
1705100574.0,0.00296308347091909,50.0,1.138
1705100594.0,0.00296308347091909,50.0,1.138
1705100606.0,0.00296308347091909,50.0,1.138
1705100619.0,0.00517378150251021,20.0,1.153
1705100621.0,0.00296308347091909,50.0,1.138
1705100630.0,0.00296308347091909,50.0,1.138
1705200130.0,0.00296308347091909,50.0,1.138
1705200136.0,0.00296308347091909,50.0,1.138
1705200205.0,0.00205954218835898,100.0,0.907
1705200225.0,0.00205954218835898,100.0,0.907
1705200247.0,0.00296308347091909,50.0,1.138
1705200307.0,0.00296308347091909,50.0,1.138
1705200308.0,0.00972591269841269,10.0,1.153
1705200316.0,0.00296308347091909,50.0,1.138
1705200340.0,0.00296308347091909,50.0,1.138
1705200390.0,0.00296308347091909,50.0,1.138
1705200464.0,0.00296308347091909,50.0,1.138
1705200479.0,0.00296308347091909,50.0,1.138
1705200480.0,0.0271408333333333,5.0,1.153
1705200551.0,0.00296308347091909,50.0,1.138
1705200621.0,0.00296308347091909,50.0,1.138
1705300117.0,0.00296308347091909,50.0,1.138
1705300130.0,0.00296308347091909,50.0,1.138
1705300225.0,0.00296308347091909,50.0,1.138
1705300247.0,0.00296308347091909,50.0,1.138
1705300384.0,0.00296308347091909,50.0,1.138
1705300479.0,0.00972591269841269,10.0,1.153
1705300561.0,0.00296308347091909,50.0,1.138
1705400247.0,0.00296308347091909,50.0,1.138
1705400307.0,0.00296308347091909,50.0,1.138
1705400479.0,0.0271408333333333,5.0,1.153
1705500247.0,0.000650411332188382,1000.0,0.225
1705500280.0,0.00296022632806195,50.0,1.138
1705500479.0,0.00296308347091909,50.0,1.138
1705500574.0,0.00296308347091909,50.0,1.138
1705600247.0,0.00296308347091909,50.0,1.138
1705600489.0,0.00296308347091909,50.0,1.138
1705600573.0,0.00972591269841269,10.0,1.153
1705600574.0,0.00296308347091909,50.0,1.138
1705600591.0,0.000650411332188382,1000.0,0.225
1705700195.0,0.00296308347091909,50.0,1.138
1705700228.0,0.00296308347091909,50.0,1.138
1705700264.0,0.00205954218835898,100.0,0.907
1705700270.0,0.00205954218835898,100.0,0.907
1705700276.0,0.00296308347091909,50.0,1.138
1705700280.0,0.00296308347091909,50.0,1.138
1705700290.0,0.00517378150251021,20.0,1.153
1705700380.0,0.00296308347091909,50.0,1.138
1705700393.0,0.00205954218835898,100.0,0.907
1705700407.0,0.0271408333333333,5.0,1.153
1705700444.0,0.000650411332188382,1000.0,0.225
1705700451.0,0.00296308347091909,50.0,1.138
1705700453.0,0.00296308347091909,50.0,1.138
1705700459.0,0.00296308347091909,50.0,1.138
1705700464.0,0.00296308347091909,50.0,1.138
1705700466.0,0.00296308347091909,50.0,1.138
1705700468.0,0.0271408333333333,5.0,1.153
1705700469.0,0.00972591269841269,10.0,1.153
1705700481.0,0.00205954218835898,100.0,0.907
1705700482.0,0.00972591269841269,10.0,1.153
1705700484.0,0.00972591269841269,10.0,1.153
1705700487.0,0.00296308347091909,50.0,1.138
1705700489.0,0.00296308347091909,50.0,1.138
1705700495.0,0.00296308347091909,50.0,1.138
1705700510.0,0.0271408333333333,5.0,1.153
1705700521.0,0.00296308347091909,50.0,1.138
1705700561.0,0.0271408333333333,5.0,1.153
1705700568.0,0.00128463567752154,250.0,0.559
1705700572.0,0.0271408333333333,5.0,1.153
1705700573.0,0.00296308347091909,50.0,1.138
1705700574.0,0.00205954218835898,100.0,0.907
1705700589.0,0.00296308347091909,50.0,1.138
1705700590.0,0.00296022632806195,50.0,1.138
1705700591.0,0.000650411332188382,1000.0,0.225
1705700592.0,0.0271408333333333,5.0,1.153
1705700610.0,0.00296308347091909,50.0,1.138
1705700612.0,0.00296022632806195,50.0,1.138
1705800195.0,0.00972591269841269,10.0,1.153
1705800247.0,0.00205954218835898,100.0,0.907
1705800264.0,0.00205954218835898,100.0,0.907
1705800276.0,0.000915238754477,500.0,0.358
1705800280.0,0.00296308347091909,50.0,1.138
1705800390.0,0.00296308347091909,50.0,1.138
1705800393.0,0.00205954218835898,100.0,0.907
1705800469.0,0.00296308347091909,50.0,1.138
1705800489.0,0.00296308347091909,50.0,1.138
1705800510.0,0.00296308347091909,50.0,1.138
1705800561.0,0.00296308347091909,50.0,1.138
1705800591.0,0.00517378150251021,20.0,1.153
1705900195.0,0.0271408333333333,5.0,1.153
1705900226.0,0.00205954218835898,100.0,0.907
1705900280.0,0.00205954218835898,100.0,0.907
1705900561.0,0.00296308347091909,50.0,1.138
1705980640.0,0.00205954218835898,100.0,0.907
1705990631.0,0.00296308347091909,50.0,1.138
1705990632.0,0.00296308347091909,50.0,1.138
1705990633.0,0.00205954218835898,100.0,0.907
1705990634.0,0.00205954218835898,100.0,0.907
1705990640.0,0.00205954218835898,100.0,0.907
1705990641.0,0.00205954218835898,100.0,0.907
1705990643.0,0.00296308347091909,50.0,1.138
1705990645.0,0.00296308347091909,50.0,1.138
1705990647.0,0.00296308347091909,50.0,1.138
1705990648.0,0.00296308347091909,50.0,1.138
1705990649.0,0.00205954218835898,100.0,0.907
1705990656.0,0.00296308347091909,50.0,1.138
1705990657.0,0.00296308347091909,50.0,1.138
1705993632.0,0.00296308347091909,50.0,1.138
1805000002.0,0.00205954218835898,100.0,0.907
1805000006.0,0.000915238754477,500.0,0.358
1805000007.0,0.00205954218835898,100.0,0.907
1805000008.0,0.000650411332188382,1000.0,0.225
1805000009.0,0.00296308347091909,50.0,1.138
1805000010.0,0.000650411332188382,1000.0,0.225
1805000013.0,0.00296308347091909,50.0,1.138
1805000017.0,0.00205954218835898,100.0,0.907
1805000019.0,0.00205954218835898,100.0,0.907
1805000022.0,0.0009327983901517,100.0,0.919
1805000023.0,0.0009327983901517,100.0,0.919
1805000024.0,0.00296308347091909,50.0,1.138
1805000025.0,0.00296308347091909,50.0,1.138
1805000045.0,0.00205954218835898,100.0,0.907
1805000049.0,0.00296308347091909,50.0,1.138
1805000052.0,0.00205954218835898,100.0,0.907
1805000054.0,0.00296308347091909,50.0,1.138
1805000500.0,0.0271408333333333,5.0,1.153
1805000501.0,0.00296308347091909,50.0,1.138
1805000502.0,0.00296022632806195,50.0,1.138
1805000503.0,0.000915238754477,500.0,0.358
1805000507.0,0.000915238754477,500.0,0.358
1805000508.0,0.00972591269841269,10.0,1.153
1805000509.0,0.00296308347091909,50.0,1.138
1805000514.0,0.00205954218835898,100.0,0.907
1805000515.0,0.00205954218835898,100.0,0.907
1805000516.0,0.00205954218835898,100.0,0.907
1805000517.0,0.00205954218835898,100.0,0.907
1805000518.0,0.000650411332188382,1000.0,0.225
1805000519.0,0.00205954218835898,100.0,0.907
1805000520.0,0.00296308347091909,50.0,1.138
1805000521.0,0.00205954218835898,100.0,0.907
1805000522.0,0.00205954218835898,100.0,0.907
1805000523.0,0.00205954218835898,100.0,0.907
1805000529.0,0.000650411332188382,1000.0,0.225
1805000534.0,0.00296308347091909,50.0,1.138
1805000535.0,0.000915238754477,500.0,0.358
1805000546.0,0.00296308347091909,50.0,1.138
1805000550.0,0.00296308347091909,50.0,1.138
1805000553.0,0.00205954218835898,100.0,0.907
1805000554.0,0.00205954218835898,100.0,0.907
1805000555.0,0.00205954218835898,100.0,0.907
1805000556.0,0.00205954218835898,100.0,0.907
1805000557.0,0.00205954218835898,100.0,0.907
1805000558.0,0.00296308347091909,50.0,1.138
1805000559.0,0.00205954218835898,100.0,0.907
1805000560.0,0.00296308347091909,50.0,1.138
1805000561.0,0.00205954218835898,100.0,0.907
1805000562.0,0.00205954218835898,100.0,0.907
1805000563.0,0.0271408333333333,5.0,1.153
1805000564.0,0.00296308347091909,50.0,1.138
1805000565.0,0.00144023723957437,200.0,0.638
1805000566.0,0.00205954218835898,100.0,0.907
1805000571.0,0.00205954218835898,100.0,0.907
1805000700.0,0.00296308347091909,50.0,1.138
1805000703.0,0.00296308347091909,50.0,1.138
1805000704.0,0.00296308347091909,50.0,1.138
1805000705.0,0.00296308347091909,50.0,1.138
1805000706.0,0.00296308347091909,50.0,1.138
1805000707.0,0.00296308347091909,50.0,1.138
1805000708.0,0.00296308347091909,50.0,1.138
1805000709.0,0.00296308347091909,50.0,1.138
1805000719.0,0.00296308347091909,50.0,1.138
1805000720.0,0.00296308347091909,50.0,1.138
1805000722.0,0.000650411332188382,1000.0,0.225
1805000724.0,0.00296308347091909,50.0,1.138
1805000725.0,0.00296308347091909,50.0,1.138
1805000726.0,0.00296308347091909,50.0,1.138
1805000727.0,0.000650411332188382,1000.0,0.225
1805000729.0,0.00296308347091909,50.0,1.138
1805000730.0,0.00296308347091909,50.0,1.138
1805000731.0,0.00296308347091909,50.0,1.138
1805000733.0,0.00296308347091909,50.0,1.138
1805000735.0,0.00296308347091909,50.0,1.138
1805000736.0,0.00972591269841269,10.0,1.153
1805000738.0,0.00296308347091909,50.0,1.138
1805000739.0,0.00296308347091909,50.0,1.138
1805000740.0,0.00296308347091909,50.0,1.138
1805000741.0,0.00296308347091909,50.0,1.138
1805000742.0,0.00296308347091909,50.0,1.138
1805000743.0,0.00296308347091909,50.0,1.138
1805000744.0,0.0271408333333333,5.0,1.153
1805000745.0,0.00296308347091909,50.0,1.138
1805000746.0,0.00296308347091909,50.0,1.138
1805000747.0,0.0271408333333333,5.0,1.153
1805000748.0,0.00296308347091909,50.0,1.138
1805000749.0,0.00972591269841269,10.0,1.153
1805000750.0,0.00296308347091909,50.0,1.138
1805000752.0,0.00296308347091909,50.0,1.138
1805000753.0,0.00972591269841269,10.0,1.153
1805000754.0,0.00972591269841269,10.0,1.153
1805000755.0,0.00296308347091909,50.0,1.138
1805000756.0,0.00296308347091909,50.0,1.138
1805000757.0,0.000650411332188382,1000.0,0.225
1805000758.0,0.00296308347091909,50.0,1.138
1805000759.0,0.00296308347091909,50.0,1.138
1805000761.0,0.0271408333333333,5.0,1.153
1805000763.0,0.00517378150251021,20.0,1.153
1805000765.0,0.0271408333333333,5.0,1.153
1805000766.0,0.00296308347091909,50.0,1.138
1805000767.0,0.00296308347091909,50.0,1.138
1805000768.0,0.00296308347091909,50.0,1.138
1805000769.0,0.00296308347091909,50.0,1.138
1805000770.0,0.00296308347091909,50.0,1.138
1805000771.0,0.0271408333333333,5.0,1.153
1805000773.0,0.00296308347091909,50.0,1.138
1805000774.0,0.00296308347091909,50.0,1.138
1805000775.0,0.00296308347091909,50.0,1.138
1805000776.0,0.00296308347091909,50.0,1.138
1805000777.0,0.00296308347091909,50.0,1.138
1805000780.0,0.00296308347091909,50.0,1.138
1805000781.0,0.00296308347091909,50.0,1.138
1805000782.0,0.00296308347091909,50.0,1.138
1805000783.0,0.00296308347091909,50.0,1.138
1805000784.0,0.00296308347091909,50.0,1.138
1805000785.0,0.00296308347091909,50.0,1.138
1805000786.0,0.00296308347091909,50.0,1.138
1805000787.0,0.00296308347091909,50.0,1.138
1805000790.0,0.00296308347091909,50.0,1.138
1805000791.0,0.00296308347091909,50.0,1.138
1805000793.0,0.00296308347091909,50.0,1.138
1805000794.0,0.00296308347091909,50.0,1.138
1805000795.0,0.00296308347091909,50.0,1.138
1805000796.0,0.00296308347091909,50.0,1.138
1805000797.0,0.00296308347091909,50.0,1.138
1805000801.0,0.00296308347091909,50.0,1.138
1805000803.0,0.00296308347091909,50.0,1.138
1805000805.0,0.000650411332188382,1000.0,0.225
1805000807.0,0.00296308347091909,50.0,1.138
1805000808.0,0.00296308347091909,50.0,1.138
1805000811.0,0.00296308347091909,50.0,1.138
1805000812.0,0.00296308347091909,50.0,1.138
1805000813.0,0.00296308347091909,50.0,1.138
1805000816.0,0.00205954218835898,100.0,0.907
1805000817.0,0.00128463567752154,250.0,0.559
1805000818.0,0.00205954218835898,100.0,0.907
1805000819.0,0.00128463567752154,250.0,0.559
1805000820.0,0.00296308347091909,50.0,1.138
1805000821.0,0.00296308347091909,50.0,1.138
1805000822.0,0.00296308347091909,50.0,1.138
1805000823.0,0.00205954218835898,100.0,0.907
1805000824.0,0.00205954218835898,100.0,0.907
1805000825.0,0.00205954218835898,100.0,0.907
1805000826.0,0.00517378150251021,20.0,1.153
1805000827.0,0.00205954218835898,100.0,0.907
1805000828.0,0.00205954218835898,100.0,0.907
1805000829.0,0.00296308347091909,50.0,1.138
1805000830.0,0.00296308347091909,50.0,1.138
1805000834.0,0.00296308347091909,50.0,1.138
1805000835.0,0.00296308347091909,50.0,1.138
1805000836.0,0.00296308347091909,50.0,1.138
1805000838.0,0.00296308347091909,50.0,1.138
1805000839.0,0.00296308347091909,50.0,1.138
1805000843.0,0.000650411332188382,1000.0,0.225
1805000858.0,0.00296308347091909,50.0,1.138
1805000861.0,0.00205954218835898,100.0,0.907
1805000863.0,0.000650411332188382,1000.0,0.225
1805000958.0,0.00296308347091909,50.0,1.138
1805000971.0,0.00205954218835898,100.0,0.907
1805001305.0,0.00296308347091909,50.0,1.138
1805001306.0,0.00296308347091909,50.0,1.138
1805001308.0,0.00205954218835898,100.0,0.907
1805001309.0,0.000650411332188382,1000.0,0.225
1805001310.0,0.00296308347091909,50.0,1.138
1805001311.0,0.00296308347091909,50.0,1.138
1805001314.0,0.00205954218835898,100.0,0.907
1805001316.0,0.00296308347091909,50.0,1.138
1805001325.0,0.00296308347091909,50.0,1.138
1805001327.0,0.00205954218835898,100.0,0.907
1805001328.0,0.00972591269841269,10.0,1.153
1805001334.0,0.00296308347091909,50.0,1.138
1805001335.0,0.00205954218835898,100.0,0.907
1805001336.0,0.00296308347091909,50.0,1.138
1805001337.0,0.00296308347091909,50.0,1.138
1805001338.0,0.00296308347091909,50.0,1.138
1805001339.0,0.00296308347091909,50.0,1.138
1805001340.0,0.00296308347091909,50.0,1.138
1805001341.0,0.00296308347091909,50.0,1.138
1805001342.0,0.00205954218835898,100.0,0.907
1805001344.0,0.00205954218835898,100.0,0.907
1805001345.0,0.00296308347091909,50.0,1.138
1805001346.0,0.00205954218835898,100.0,0.907
1805001347.0,0.00205954218835898,100.0,0.907
1805001354.0,0.00296308347091909,50.0,1.138
1805001355.0,0.00296308347091909,50.0,1.138
1805001357.0,0.00296308347091909,50.0,1.138
1805001360.0,0.00296308347091909,50.0,1.138
1805001361.0,0.00205954218835898,100.0,0.907
1805001362.0,0.00205954218835898,100.0,0.907
1805001368.0,0.00205954218835898,100.0,0.907
1805001371.0,0.00296308347091909,50.0,1.138
1805001373.0,0.00296308347091909,50.0,1.138
1805001374.0,0.00296308347091909,50.0,1.138
1805001375.0,0.00296308347091909,50.0,1.138
1805001376.0,0.00296308347091909,50.0,1.138
1805001377.0,0.00296308347091909,50.0,1.138
1805001378.0,0.00296308347091909,50.0,1.138
1805001379.0,0.00296308347091909,50.0,1.138
1805001380.0,0.00296308347091909,50.0,1.138
1805001382.0,0.00296308347091909,50.0,1.138
1805001384.0,0.00205954218835898,100.0,0.907
1805001385.0,0.00205954218835898,100.0,0.907
1805001503.0,0.00296308347091909,50.0,1.138
1805001511.0,0.000650411332188382,1000.0,0.225
1805001512.0,0.00205954218835898,100.0,0.907
1805001513.0,0.00296022632806195,50.0,1.138
1805001514.0,0.000650411332188382,1000.0,0.225
1805001515.0,0.00296308347091909,50.0,1.138
1805001522.0,0.00296308347091909,50.0,1.138
1805001578.0,0.00296308347091909,50.0,1.138
1805001579.0,0.00296308347091909,50.0,1.138
1805001580.0,0.00296308347091909,50.0,1.138
1805001581.0,0.00296308347091909,50.0,1.138
1805001582.0,0.00296308347091909,50.0,1.138
1805001583.0,0.00296308347091909,50.0,1.138
1805001584.0,0.00296308347091909,50.0,1.138
1805001585.0,0.00296308347091909,50.0,1.138
1805001586.0,0.00296308347091909,50.0,1.138
1805100015.0,0.00296308347091909,50.0,1.138
1805100054.0,0.00296308347091909,50.0,1.138
1805100511.0,0.00296308347091909,50.0,1.138
1805100517.0,0.00205954218835898,100.0,0.907
1805100568.0,0.00296308347091909,50.0,1.138
1805100751.0,0.00296308347091909,50.0,1.138
1805100772.0,0.00296308347091909,50.0,1.138
1805100778.0,0.00296308347091909,50.0,1.138
1805100779.0,0.00296308347091909,50.0,1.138
1805100789.0,0.00296308347091909,50.0,1.138
1805100790.0,0.00296308347091909,50.0,1.138
1805100800.0,0.00296308347091909,50.0,1.138
1805100802.0,0.00296308347091909,50.0,1.138
1805100804.0,0.00296308347091909,50.0,1.138
1805101326.0,0.000650411332188382,1000.0,0.225
1805101333.0,0.00296308347091909,50.0,1.138
1805101341.0,0.00205954218835898,100.0,0.907
1805101351.0,0.00296308347091909,50.0,1.138
1805101356.0,0.00296308347091909,50.0,1.138
1805101372.0,0.00296308347091909,50.0,1.138
1805200015.0,0.00296308347091909,50.0,1.138
1805200054.0,0.00296308347091909,50.0,1.138
1805200511.0,0.00296308347091909,50.0,1.138
1805200568.0,0.000650411332188382,1000.0,0.225
1805200751.0,0.00296308347091909,50.0,1.138
1805200772.0,0.00296308347091909,50.0,1.138
1805200778.0,0.00296308347091909,50.0,1.138
1805200779.0,0.00296308347091909,50.0,1.138
1805200789.0,0.00296308347091909,50.0,1.138
1805200800.0,0.00296308347091909,50.0,1.138
1805200802.0,0.00296308347091909,50.0,1.138
1805200804.0,0.00296308347091909,50.0,1.138
1805201326.0,0.00238082864759169,75.0,1.016
1805201333.0,0.00296308347091909,50.0,1.138
1805201351.0,0.00296308347091909,50.0,1.138
1805201356.0,0.00296308347091909,50.0,1.138
1805201372.0,0.00296308347091909,50.0,1.138
1805300015.0,0.00296308347091909,50.0,1.138
1805300054.0,0.00296308347091909,50.0,1.138
1805400015.0,0.00296308347091909,50.0,1.138
1805400054.0,0.00296308347091909,50.0,1.138
1805400528.0,0.00517378150251021,20.0,1.153
1805500015.0,0.00296308347091909,50.0,1.138
1805500528.0,0.00517378150251021,20.0,1.153
1805600528.0,0.00972591269841269,10.0,1.153
1805700006.0,0.00205954218835898,100.0,0.907
1805700013.0,0.00296308347091909,50.0,1.138
1805700054.0,0.00296022632806195,50.0,1.138
1805900054.0,0.00296308347091909,50.0,1.138
1905000001.0,0.000650411332188382,1000.0,0.225
1905000003.0,0.00296308347091909,50.0,1.138
1905000009.0,0.000650411332188382,1000.0,0.225
1905000010.0,0.00205954218835898,100.0,0.907
1905000011.0,0.00296308347091909,50.0,1.138
1905000019.0,0.00296022632806195,50.0,1.138
1905000020.0,0.00296308347091909,50.0,1.138
1905000021.0,0.00296308347091909,50.0,1.138
1905000023.0,0.00296308347091909,50.0,1.138
1905000025.0,0.000650411332188382,1000.0,0.225
1905000026.0,0.00296308347091909,50.0,1.138
1905000027.0,0.00296308347091909,50.0,1.138
1905000028.0,0.00972591269841269,10.0,1.153
1905000030.0,0.00296022632806195,50.0,1.138
1905000031.0,0.00296308347091909,50.0,1.138
1905000032.0,0.00296308347091909,50.0,1.138
1905000041.0,0.000650411332188382,1000.0,0.225
1905000045.0,0.000650411332188382,1000.0,0.225
1905000046.0,0.00205954218835898,100.0,0.907
1905000047.0,0.000650411332188382,1000.0,0.225
1905000051.0,0.000650411332188382,1000.0,0.225
1905000052.0,0.00296308347091909,50.0,1.138
1905000054.0,0.00296308347091909,50.0,1.138
1905000056.0,0.000915238754477,500.0,0.358
1905000058.0,0.000915238754477,500.0,0.358
1905000059.0,0.00296308347091909,50.0,1.138
1905000060.0,0.00296308347091909,50.0,1.138
1905000065.0,0.000650411332188382,1000.0,0.225
1905000066.0,0.000915238754477,500.0,0.358
1905000067.0,0.000915238754477,500.0,0.358
1905000068.0,0.000650411332188382,1000.0,0.225
1905000070.0,0.00296308347091909,50.0,1.138
1905000071.0,0.00296308347091909,50.0,1.138
1905000073.0,0.00296308347091909,50.0,1.138
1905000075.0,0.00296308347091909,50.0,1.138
1905000076.0,0.00296308347091909,50.0,1.138
1905000077.0,0.00296308347091909,50.0,1.138
1905000080.0,0.000650411332188382,1000.0,0.225
1905000081.0,0.00296308347091909,50.0,1.138
1905000087.0,0.00296308347091909,50.0,1.138
1905000088.0,0.000650411332188382,1000.0,0.225
1905000090.0,0.00296308347091909,50.0,1.138
1905000092.0,0.00296308347091909,50.0,1.138
1905000097.0,0.000650411332188382,1000.0,0.225
1905000098.0,0.00296308347091909,50.0,1.138
1905000099.0,0.00296308347091909,50.0,1.138
1905000109.0,0.00296022632806195,50.0,1.138
1905000110.0,0.00296308347091909,50.0,1.138
1905000112.0,0.00296308347091909,50.0,1.138
1905000113.0,0.00296308347091909,50.0,1.138
1905000116.0,0.000915238754477,500.0,0.358
1905000117.0,0.000650411332188382,1000.0,0.225
1905000120.0,0.00296308347091909,50.0,1.138
1905000122.0,0.000650411332188382,1000.0,0.225
1905000123.0,0.000650411332188382,1000.0,0.225
1905000124.0,0.000650411332188382,1000.0,0.225
1905000125.0,0.000650411332188382,1000.0,0.225
1905001023.0,0.000915238754477,500.0,0.358
1905002000.0,0.00296308347091909,50.0,1.138
1905002001.0,0.00296308347091909,50.0,1.138
1905002004.0,0.00296308347091909,50.0,1.138
1905002007.0,0.00296308347091909,50.0,1.138
1905002020.0,0.00296308347091909,50.0,1.138
1905002029.0,0.00296308347091909,50.0,1.138
1905002030.0,0.00296308347091909,50.0,1.138
1905002036.0,0.00296308347091909,50.0,1.138
1905002038.0,0.00296308347091909,50.0,1.138
1905002044.0,0.00296308347091909,50.0,1.138
1905002046.0,0.00296308347091909,50.0,1.138
1905002060.0,0.00296308347091909,50.0,1.138
1905002066.0,0.00296308347091909,50.0,1.138
1905002077.0,0.00296308347091909,50.0,1.138
1905002088.0,0.00296308347091909,50.0,1.138
1905002094.0,0.00296308347091909,50.0,1.138
1905002095.0,0.00296308347091909,50.0,1.138
1905002096.0,0.00296308347091909,50.0,1.138
1905002100.0,0.00296308347091909,50.0,1.138
1905002102.0,0.00296308347091909,50.0,1.138
1905002103.0,0.00296308347091909,50.0,1.138
1905002105.0,0.00296308347091909,50.0,1.138
1905002111.0,0.00296308347091909,50.0,1.138
1905002112.0,0.00296308347091909,50.0,1.138
1905002118.0,0.00296308347091909,50.0,1.138
1905002127.0,0.00296308347091909,50.0,1.138
1905002128.0,0.00205954218835898,100.0,0.907
1905002129.0,0.00205954218835898,100.0,0.907
1905002133.0,0.00205954218835898,100.0,0.907
1905002135.0,0.00296308347091909,50.0,1.138
1905002136.0,0.00296308347091909,50.0,1.138
1905002138.0,0.00296308347091909,50.0,1.138
1905002141.0,0.00296308347091909,50.0,1.138
1905002142.0,0.00296308347091909,50.0,1.138
1905002144.0,0.00296308347091909,50.0,1.138
1905002146.0,0.00296308347091909,50.0,1.138
1905002147.0,0.00296308347091909,50.0,1.138
1905002159.0,0.00296308347091909,50.0,1.138
1905002164.0,0.00296308347091909,50.0,1.138
1905002168.0,0.00296308347091909,50.0,1.138
1905002173.0,0.00296308347091909,50.0,1.138
1905002176.0,0.00296308347091909,50.0,1.138
1905002177.0,0.00296308347091909,50.0,1.138
1905002178.0,0.00296308347091909,50.0,1.138
1905002179.0,0.00296308347091909,50.0,1.138
1905002180.0,0.00296308347091909,50.0,1.138
1905002182.0,0.00296308347091909,50.0,1.138
1905002183.0,0.00296308347091909,50.0,1.138
1905002185.0,0.00296308347091909,50.0,1.138
1905002188.0,0.00296308347091909,50.0,1.138
1905002189.0,0.00296308347091909,50.0,1.138
1905002192.0,0.00296308347091909,50.0,1.138
1905002193.0,0.00296308347091909,50.0,1.138
1905002194.0,0.00296308347091909,50.0,1.138
1905002195.0,0.00296308347091909,50.0,1.138
1905002196.0,0.00296308347091909,50.0,1.138
1905002198.0,0.00296308347091909,50.0,1.138
1905002199.0,0.00296308347091909,50.0,1.138
1905002209.0,0.00296308347091909,50.0,1.138
1905002218.0,0.00296308347091909,50.0,1.138
1905002221.0,0.00296308347091909,50.0,1.138
1905002223.0,0.00296308347091909,50.0,1.138
1905002226.0,0.00296308347091909,50.0,1.138
1905002228.0,0.00296308347091909,50.0,1.138
1905002230.0,0.00296308347091909,50.0,1.138
1905003005.0,0.00205954218835898,100.0,0.907
1905003007.0,0.00296308347091909,50.0,1.138
1905003015.0,0.00205954218835898,100.0,0.907
1905003028.0,0.00296308347091909,50.0,1.138
1905003034.0,0.00296308347091909,50.0,1.138
1905003037.0,0.00205954218835898,100.0,0.907
1905003042.0,0.000650411332188382,1000.0,0.225
1905003045.0,0.00205954218835898,100.0,0.907
1905003046.0,0.000650411332188382,1000.0,0.225
1905003051.0,0.00296308347091909,50.0,1.138
